======================= Schemathesis test session starts =======================
Schema location: file:///home/runner/work/AquaMind/AquaMind/api/openapi.yaml
Base URL: http://127.0.0.1:8000
Specification version: Open API 3.0.3

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/fish-parameter-scores/0/

_________________ PUT /api/v1/health/health-lab-samples/{id}/ __________________
1. Test Case ID: 1X7ZCz

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No HealthLabSample matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: multipart/form-data; boundary=19d00cb7aa60cca9e63aa0f6baea1f8f' -d '--fd21cd14762d382a09dac070ddbf1419
Content-Disposition: form-data; name="batch_id"

0
--fd21cd14762d382a09dac070ddbf1419
Content-Disposition: form-data; name="container_id"

0
--fd21cd14762d382a09dac070ddbf1419
Content-Disposition: form-data; name="sample_date"

2000-01-01
--fd21cd14762d382a09dac070ddbf1419
Content-Disposition: form-data; name="sample_type"

0
--fd21cd14762d382a09dac070ddbf1419--
' http://127.0.0.1:8000/api/v1/health/health-lab-samples/0/

_________________ GET /api/v1/health/health-lab-samples/{id}/ __________________
1. Test Case ID: VRcb26

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No HealthLabSample matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/health-lab-samples/0/

________________ PATCH /api/v1/health/health-lab-samples/{id}/ _________________
1. Test Case ID: q3whmP

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No HealthLabSample matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/health-lab-samples/0/

________________ DELETE /api/v1/health/health-lab-samples/{id}/ ________________
1. Test Case ID: nS68lU

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No HealthLabSample matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/health/health-lab-samples/0/

__________________ GET /api/v1/broodstock/maintenance-tasks/ ___________________
1. Test Case ID: Lq9A6E

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"Invalid page."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' 'http://127.0.0.1:8000/api/v1/broodstock/maintenance-tasks/?page=2'

______________ GET /api/v1/broodstock/maintenance-tasks/overdue/ _______________
1. Test Case ID: zJs0ct

- Response violates schema

    [] is not of type 'object'

    Schema:

        {
            "type": "object",
            "description": "Serializer for maintenance tasks.",
            "properties": {
                "id": {
                    "type": "integer",
                    "readOnly": true,
                    "maximum": 9223372036854775807,
                    "minimum": -9223372036854775808
                },
                "container": {
                    "type": "integer",
                    "description": "Container requiring maintenance",
                    "maximum": 9223372036854775807,
                    "minimum": -9223372036854775808
                },
                "container_name": {
                    "type": "string",
                    "readOnly": true
            // Output truncated...
        }

    Value:

        []

[200] OK:

    `[]`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/maintenance-tasks/overdue/

________________ PUT /api/v1/broodstock/maintenance-tasks/{id}/ ________________
1. Test Case ID: ScDdbR

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No MaintenanceTask matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"container": 0, "scheduled_date": "2000-01-01T00:00:00Z", "task_type": "repair"}' http://127.0.0.1:8000/api/v1/broodstock/maintenance-tasks/0/

________________ GET /api/v1/broodstock/maintenance-tasks/{id}/ ________________
1. Test Case ID: XSJiw4

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No MaintenanceTask matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/maintenance-tasks/0/

_______________ PATCH /api/v1/broodstock/maintenance-tasks/{id}/ _______________
1. Test Case ID: RK01us

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No MaintenanceTask matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/maintenance-tasks/0/

______________ DELETE /api/v1/broodstock/maintenance-tasks/{id}/ _______________
1. Test Case ID: tF2NvJ

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No MaintenanceTask matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/maintenance-tasks/0/

___________ POST /api/v1/broodstock/maintenance-tasks/{id}/complete/ ___________
1. Test Case ID: nPs8vG

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No MaintenanceTask matches the given query."}`

Reproduce with: 

    curl -X POST -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"container": 0, "scheduled_date": "2000-01-01T00:00:00Z", "task_type": "repair"}' http://127.0.0.1:8000/api/v1/broodstock/maintenance-tasks/0/complete/

__________________ GET /api/v1/broodstock/fish/by_container/ ___________________
1. Test Case ID: KTKogd

- Undocumented HTTP status code

    Received: 400
    Documented: 200

[400] Bad Request:

    `{"error":"container_id parameter is required."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/fish/by_container/

_____________________ GET /api/v1/broodstock/fish/healthy/ _____________________
1. Test Case ID: dwFvLC

- Response violates schema

    [] is not of type 'object'

    Schema:

        {
            "type": "object",
            "description": "Serializer for broodstock fish.",
            "properties": {
                "id": {
                    "type": "integer",
                    "readOnly": true,
                    "maximum": 9223372036854775807,
                    "minimum": -9223372036854775808
                },
                "container": {
                    "type": "integer",
                    "description": "Current container housing the fish",
                    "maximum": 9223372036854775807,
                    "minimum": -9223372036854775808
                },
                "container_name": {
                    "type": "string",
                    "readOnly": true
            // Output truncated...
        }

    Value:

        []

[200] OK:

    `[]`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/fish/healthy/

______________________ PUT /api/v1/broodstock/fish/{id}/ _______________________
1. Test Case ID: R1YyWj

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No BroodstockFish matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"container": 0}' http://127.0.0.1:8000/api/v1/broodstock/fish/0/

______________________ GET /api/v1/broodstock/fish/{id}/ _______________________
1. Test Case ID: nwgSlV

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No BroodstockFish matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/fish/0/

_____________________ PATCH /api/v1/broodstock/fish/{id}/ ______________________
1. Test Case ID: VaaINQ

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No BroodstockFish matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/fish/0/

_____________________ DELETE /api/v1/broodstock/fish/{id}/ _____________________
1. Test Case ID: lK3ZZu

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No BroodstockFish matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/fish/0/

_________________ PUT /api/v1/broodstock/fish-movements/{id}/ __________________
1. Test Case ID: ATXNvd

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No FishMovement matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"fish": 0, "from_container": 0, "to_container": 0}' http://127.0.0.1:8000/api/v1/broodstock/fish-movements/0/

_________________ GET /api/v1/broodstock/fish-movements/{id}/ __________________
1. Test Case ID: NVx99g

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No FishMovement matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/fish-movements/0/

________________ PATCH /api/v1/broodstock/fish-movements/{id}/ _________________
1. Test Case ID: p0056H

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No FishMovement matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/fish-movements/0/

________________ DELETE /api/v1/broodstock/fish-movements/{id}/ ________________
1. Test Case ID: McYVNu

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No FishMovement matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/fish-movements/0/

________________ GET /api/v1/broodstock/breeding-plans/active/ _________________
1. Test Case ID: QokXZ7

- Response violates schema

    [] is not of type 'object'

    Schema:

        {
            "type": "object",
            "description": "Serializer for breeding plans.",
            "properties": {
                "id": {
                    "type": "integer",
                    "readOnly": true,
                    "maximum": 9223372036854775807,
                    "minimum": -9223372036854775808
                },
                "name": {
                    "type": "string",
                    "description": "Plan name (e.g., 'Winter 2023 Breeding')",
                    "maxLength": 100
                },
                "start_date": {
                    "type": "string",
                    "format": "date-time",
                    "description": "Plan start date"
            // Output truncated...
        }

    Value:

        []

[200] OK:

    `[]`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/breeding-plans/active/

_________________ PUT /api/v1/broodstock/breeding-plans/{id}/ __________________
1. Test Case ID: ewhU8Q

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No BreedingPlan matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"end_date": "2000-01-01T00:00:00Z", "name": "", "start_date": "2000-01-01T00:00:00Z"}' http://127.0.0.1:8000/api/v1/broodstock/breeding-plans/0/

_________________ GET /api/v1/broodstock/breeding-plans/{id}/ __________________
1. Test Case ID: oCOt0z

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No BreedingPlan matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/breeding-plans/0/

________________ PATCH /api/v1/broodstock/breeding-plans/{id}/ _________________
1. Test Case ID: Lzmohr

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No BreedingPlan matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{}' http://127.0.0.1:8000/api/v1/broodstock/breeding-plans/0/

________________ DELETE /api/v1/broodstock/breeding-plans/{id}/ ________________
1. Test Case ID: 98tLOT

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No BreedingPlan matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/breeding-plans/0/

___________________ GET /api/v1/broodstock/trait-priorities/ ___________________
1. Test Case ID: HqgDId

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"Invalid page."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' 'http://127.0.0.1:8000/api/v1/broodstock/trait-priorities/?page=2'

________________ PUT /api/v1/broodstock/trait-priorities/{id}/ _________________
1. Test Case ID: eFoLYE

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No BreedingTraitPriority matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"plan": 0, "priority_weight": 0.0, "trait_name": "size"}' http://127.0.0.1:8000/api/v1/broodstock/trait-priorities/0/

________________ GET /api/v1/broodstock/trait-priorities/{id}/ _________________
1. Test Case ID: z6jJUt

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No BreedingTraitPriority matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/trait-priorities/0/

_______________ PATCH /api/v1/broodstock/trait-priorities/{id}/ ________________
1. Test Case ID: 4pkjoW

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No BreedingTraitPriority matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/trait-priorities/0/

_______________ DELETE /api/v1/broodstock/trait-priorities/{id}/ _______________
1. Test Case ID: 8cgZ4O

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No BreedingTraitPriority matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/trait-priorities/0/

_________________ PUT /api/v1/broodstock/breeding-pairs/{id}/ __________________
1. Test Case ID: DgWw77

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No BreedingPair matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"female_fish": 0, "male_fish": 0, "plan": 0}' http://127.0.0.1:8000/api/v1/broodstock/breeding-pairs/0/

_________________ GET /api/v1/broodstock/breeding-pairs/{id}/ __________________
1. Test Case ID: xsDpwi

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No BreedingPair matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/breeding-pairs/0/

________________ PATCH /api/v1/broodstock/breeding-pairs/{id}/ _________________
1. Test Case ID: pMm2aO

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No BreedingPair matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/breeding-pairs/0/

________________ DELETE /api/v1/broodstock/breeding-pairs/{id}/ ________________
1. Test Case ID: 2tc9yh

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No BreedingPair matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/breeding-pairs/0/

_________ POST /api/v1/broodstock/breeding-pairs/{id}/record_progeny/ __________
1. Test Case ID: 4VxsXD

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No BreedingPair matches the given query."}`

Reproduce with: 

    curl -X POST -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"female_fish": 0, "male_fish": 0, "plan": 0}' http://127.0.0.1:8000/api/v1/broodstock/breeding-pairs/0/record_progeny/

____________________ GET /api/v1/broodstock/egg-suppliers/ _____________________
1. Test Case ID: k3LMJm

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"Invalid page."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' 'http://127.0.0.1:8000/api/v1/broodstock/egg-suppliers/?page=2'

__________________ PUT /api/v1/broodstock/egg-suppliers/{id}/ __________________
1. Test Case ID: 4T5RPT

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No EggSupplier matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"contact_details": "", "name": ""}' http://127.0.0.1:8000/api/v1/broodstock/egg-suppliers/0/

__________________ GET /api/v1/broodstock/egg-suppliers/{id}/ __________________
1. Test Case ID: PL3exZ

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No EggSupplier matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/egg-suppliers/0/

_________________ PATCH /api/v1/broodstock/egg-suppliers/{id}/ _________________
1. Test Case ID: MZU8wt

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No EggSupplier matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/egg-suppliers/0/

________________ DELETE /api/v1/broodstock/egg-suppliers/{id}/ _________________
1. Test Case ID: ncmAkh

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No EggSupplier matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/egg-suppliers/0/

___________________ POST /api/v1/broodstock/egg-productions/ ___________________
[FLAKY] Schemathesis was not able to reliably reproduce this failure

1. Test Case ID: 4oWvrt

- Response violates schema

    None is not of type 'object'

    Schema at /properties/external_batch/allOf/0:

        {
            "type": "object",
            "description": "Serializer for external egg batches.",
            "properties": {
                "id": {
                    "type": "integer",
                    "readOnly": true,
                    "maximum": 9223372036854775807,
                    "minimum": -9223372036854775808
                },
                "egg_production": {
                    "type": "integer",
                    "description": "Link to egg production record",
                    "maximum": 9223372036854775807,
                    "minimum": -9223372036854775808
                },
                "supplier": {
                    "type": "integer",
                    "maximum": 9223372036854775807,
            // Output truncated...
        }

    Value:

        null

[201] Created:

    `{"id":1,"pair":null,"pair_display":"<method-wrapper '__str__' of NoneType object at 0x7f1a994468c0>","egg_batch_id":"󪳔\u0018","egg_count":217,"production_date":"2025-07-18T22:51:53.355624Z","destination_station":null,"source_type":"external","external_batch":null,"batch_assignment_count":0,"created_at":"2025-07-18T22:51:53.355774Z","updated_at":"2025-07-18T22:51:53.355783Z"}`

Reproduce with: 

    curl -X POST -H 'Authorization: [Filtered]' -H 'Content-Type: multipart/form-data; boundary=d5485d8f6d22897847b30adbd42af92c' -d '--3672be01deb8a0394df0dced137b56c2
Content-Disposition: form-data; name="egg_batch_id"

󪳔
--3672be01deb8a0394df0dced137b56c2
Content-Disposition: form-data; name="egg_count"

217
--3672be01deb8a0394df0dced137b56c2
Content-Disposition: form-data; name="source_type"

external
--3672be01deb8a0394df0dced137b56c2--
' http://127.0.0.1:8000/api/v1/broodstock/egg-productions/

_________________ PUT /api/v1/broodstock/egg-productions/{id}/ _________________
1. Test Case ID: giRJzs

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No EggProduction matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"egg_batch_id": "", "egg_count": 0, "source_type": "external"}' http://127.0.0.1:8000/api/v1/broodstock/egg-productions/0/

_________________ GET /api/v1/broodstock/egg-productions/{id}/ _________________
1. Test Case ID: NuXJkl

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No EggProduction matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/egg-productions/0/

________________ PATCH /api/v1/broodstock/egg-productions/{id}/ ________________
1. Test Case ID: aoq9PT

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No EggProduction matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/egg-productions/0/

_______________ DELETE /api/v1/broodstock/egg-productions/{id}/ ________________
1. Test Case ID: NvJiTG

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No EggProduction matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/egg-productions/0/

______________ PUT /api/v1/broodstock/external-egg-batches/{id}/ _______________
1. Test Case ID: n235tT

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No ExternalEggBatch matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"batch_number": "", "egg_production": 0, "supplier": 0}' http://127.0.0.1:8000/api/v1/broodstock/external-egg-batches/0/

______________ GET /api/v1/broodstock/external-egg-batches/{id}/ _______________
1. Test Case ID: yOY2U8

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No ExternalEggBatch matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/external-egg-batches/0/

_____________ PATCH /api/v1/broodstock/external-egg-batches/{id}/ ______________
1. Test Case ID: N10bhK

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No ExternalEggBatch matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/external-egg-batches/0/

_____________ DELETE /api/v1/broodstock/external-egg-batches/{id}/ _____________
1. Test Case ID: Z6f4GM

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No ExternalEggBatch matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/external-egg-batches/0/

_______________ GET /api/v1/broodstock/batch-parentages/lineage/ _______________
1. Test Case ID: gYSw1C

- Undocumented HTTP status code

    Received: 400
    Documented: 200

[400] Bad Request:

    `{"error":"batch_id parameter is required."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/batch-parentages/lineage/

________________ PUT /api/v1/broodstock/batch-parentages/{id}/ _________________
1. Test Case ID: a7aaqZ

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No BatchParentage matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"batch": 0, "egg_production": 0}' http://127.0.0.1:8000/api/v1/broodstock/batch-parentages/0/

________________ GET /api/v1/broodstock/batch-parentages/{id}/ _________________
1. Test Case ID: 9rVfWg

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No BatchParentage matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/batch-parentages/0/

_______________ PATCH /api/v1/broodstock/batch-parentages/{id}/ ________________
1. Test Case ID: rSKvP9

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No BatchParentage matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/batch-parentages/0/

_______________ DELETE /api/v1/broodstock/batch-parentages/{id}/ _______________
1. Test Case ID: X8sdKn

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No BatchParentage matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/broodstock/batch-parentages/0/

_________________ PUT /api/v1/infrastructure/geographies/{id}/ _________________
1. Test Case ID: CwPDNX

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No Geography matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"name": ""}' http://127.0.0.1:8000/api/v1/infrastructure/geographies/0/

_________________ GET /api/v1/infrastructure/geographies/{id}/ _________________
1. Test Case ID: q36DLF

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No Geography matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/geographies/0/

________________ PATCH /api/v1/infrastructure/geographies/{id}/ ________________
1. Test Case ID: X10jXe

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No Geography matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/geographies/0/

_______________ DELETE /api/v1/infrastructure/geographies/{id}/ ________________
1. Test Case ID: yGKLWD

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No Geography matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/geographies/0/

____________________ PUT /api/v1/infrastructure/areas/{id}/ ____________________
1. Test Case ID: gZxy3T

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No Area matches the given query."}`

Reproduce with: 

    curl -X PUT -H 'Authorization: [Filtered]' -H 'Content-Type: application/json' -d '{"geography": 0, "latitude": "", "longitude": "", "max_biomass": "", "name": ""}' http://127.0.0.1:8000/api/v1/infrastructure/areas/0/

____________________ GET /api/v1/infrastructure/areas/{id}/ ____________________
1. Test Case ID: OUwYpf

- Undocumented HTTP status code

    Received: 404
    Documented: 200

[404] Not Found:

    `{"detail":"No Area matches the given query."}`

Reproduce with: 

    curl -X GET -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/areas/0/

___________________ PATCH /api/v1/infrastructure/areas/{id}/ ___________________
1. Test Case ID: sFMNSB

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

[404] Not Found:

    `{"detail":"No Area matches the given query."}`

Reproduce with: 

    curl -X PATCH -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/areas/0/

__________________ DELETE /api/v1/infrastructure/areas/{id}/ ___________________
1. Test Case ID: FWK3vH

- Undocumented HTTP status code

    Received: 404
    Documented: 204

[404] Not Found:

    `{"detail":"No Area matches the given query."}`

Reproduce with: 

    curl -X DELETE -H 'Authorization: [Filtered]' http://127.0.0.1:8000/api/v1/infrastructure/areas/0/

_____________ PUT /api/v1/infrastructure/freshwater-stations/{id}/ _____________
1. Test Case ID: sbqNtV

- Undocumented HTTP status code

    Received: 404
    Documented: 200, 400

